,Country,BirthRate,BusinessTaxRate,CO2Emissions,GDP,HealthExpCapita,InfantMortalityRate,InternetUsage,LendingInterest,LifeExpectancyFemale,MobilePhoneUsage,PopulationTotal,Cluster
1291,South Africa,0.023,37.1,8529.0,15493320082.0,455.0,0.05,0.1,0.112,53.0,0.8,48269753,0
1292,South Sudan,0.039,49.05165609584215,8529.0,15493320082.0,193.0,0.083,0.1,0.119,53.0,0.5,8376893,0
1293,Sudan,0.037,36.1,11503.0,35159250985.0,54.0,0.06,0.1,0.119,62.0,0.1,32397535,0
1294,Swaziland,0.031,36.3,1016.0,2947922183.0,180.0,0.076,0.0,0.112,46.0,0.2,1118253,0
1295,Tanzania,0.042,43.8,5959.0,14331231239.0,23.0,0.054,0.0,0.157,56.0,0.1,39942347,0
1296,Togo,0.038,52.5,1221.0,2202809211.0,25.0,0.067,0.0,0.119,55.0,0.1,5685845,0
1297,Tunisia,0.017,60.6,23128.0,34378437265.0,194.0,0.019,0.1,0.119,76.0,0.7,10127900,2
1298,Uganda,0.046,35.2,2655.0,9942597753.0,32.0,0.064,0.0,0.187,54.0,0.1,29711397,0
1299,Zambia,0.044,49.05165609584215,2226.0,10702200822.0,58.0,0.073,0.0,0.119,49.0,0.1,11781612,0
1300,Zimbabwe,0.032,32.3,10345.0,5443896500.0,193.0,0.057,0.1,0.119,44.0,0.1,12724308,0
1301,Afghanistan,0.044,36.3,1338.0,7057597615.0,23.0,0.082,0.0,0.18,59.0,0.1,25631282,0
1302,Armenia,0.014,36.6,4382.0,6384457744.0,97.0,0.02,0.1,0.165,77.0,0.4,3002911,2
1303,Azerbaijan,0.018,42.2,39167.0,20982270733.0,149.0,0.042,0.1,0.179,72.0,0.4,8484550,2
1304,Bangladesh,0.023,35.3,48137.0,61901116736.0,14.0,0.048,0.0,0.153,68.0,0.1,5971526,0
1305,Bhutan,0.022,40.8,392.0,897672086.0,59.0,0.043,0.0,0.14,65.0,0.1,665568,0
1306,Brunei Darussalam,0.019,37.4,4822.0,11470703002.0,680.0,0.007,0.4,0.055,79.0,0.8,374697,2
1307,Cambodia,0.026,49.05165609584215,3000.0,7274424519.0,29.0,0.048,0.0,0.119,71.0,0.1,13555054,0
1308,China,0.012,49.05165609584215,8529.0,15493320082.0,93.0,0.019,0.1,0.061,76.0,0.3,5971526,2
1309,Georgia,0.013,38.6,6150.0,7761900179.0,146.0,0.02,0.1,0.171,77.0,0.4,4398000,2
1310,"Hong Kong SAR, China",0.01,49.05165609584215,38555.0,193536265094.0,193.0,0.02,0.6,0.078,86.0,1.4,6857100,1
1311,India,0.023,49.05165609584215,8529.0,15493320082.0,33.0,0.054,0.0,0.112,66.0,0.1,5971526,0
1312,Indonesia,0.021,37.5,8529.0,15493320082.0,47.0,0.032,0.0,0.16,71.0,0.3,5971526,2
1313,Japan,0.009,52.5,8529.0,15493320082.0,193.0,0.003,0.7,0.119,86.0,0.8,5971526,2
1314,Kazakhstan,0.02,44.2,8529.0,81003864916.0,210.0,0.027,0.0,0.119,72.0,0.5,15308084,2
1315,"Korea, Dem. Rep.",0.015,49.05165609584215,84557.0,15493320082.0,193.0,0.026,0.1,0.119,72.0,0.5,23969917,1
1316,"Korea, Rep.",0.009,31.1,8529.0,15493320082.0,1201.0,0.005,0.8,0.06,82.0,0.9,48371946,2
1317,Kyrgyz Republic,0.023,49.05165609584215,5145.0,2834168889.0,38.0,0.033,0.1,0.119,72.0,0.2,5218400,0
1318,Lao PDR,0.029,35.2,1580.0,3452895836.0,25.0,0.068,0.0,0.119,66.0,0.2,5895930,0
1319,"Macao SAR, China",0.008,49.05165609584215,1632.0,14568709574.0,193.0,0.02,0.5,0.088,81.0,1.3,479808,2
1320,Malaysia,0.018,36.0,8529.0,162692467586.0,222.0,0.007,0.5,0.065,76.0,0.7,26327098,1
1321,Maldives,0.021,49.05165609584215,887.0,1303375806.0,287.0,0.017,0.1,0.13,76.0,0.9,302825,2
1322,Mongolia,0.021,39.8,9498.0,3414053251.0,72.0,0.035,0.1,0.119,70.0,0.3,2559496,2
1323,Myanmar,0.019,49.05165609584215,12611.0,15493320082.0,5.0,0.049,0.0,0.161,66.0,0.0,5971526,0
1324,Nepal,0.027,32.5,2662.0,9043715356.0,20.0,0.044,0.0,0.08,66.0,0.0,25634043,0
1325,Pakistan,0.028,41.6,8529.0,137264061106.0,29.0,0.079,0.1,0.11,66.0,0.2,5971526,0
1326,Philippines,0.027,47.6,67693.0,122210719246.0,55.0,0.027,0.1,0.098,71.0,0.5,5971526,1
1327,Singapore,0.01,49.05165609584215,30799.0,147794117647.0,1167.0,0.002,0.6,0.053,83.0,1.0,4401400,1
1328,Sri Lanka,0.019,59.8,11738.0,28267410543.0,57.0,0.011,0.0,0.129,77.0,0.3,19858000,2
1329,Tajikistan,0.03,49.05165609584215,2655.0,2830236054.0,19.0,0.052,0.0,0.144,70.0,0.3,6954522,0
1330,Thailand,0.012,37.4,8529.0,207088828467.0,110.0,0.015,0.2,0.074,76.0,0.6,5971526,1
1331,Timor-Leste,0.038,48.4,180.0,462600000.0,46.0,0.062,0.0,0.165,65.0,0.0,999053,0
1332,Turkmenistan,0.022,49.05165609584215,46256.0,10277598152.0,98.0,0.057,0.0,0.119,69.0,0.0,4801595,0
1333,Uzbekistan,0.021,49.05165609584215,8529.0,17030896203.0,35.0,0.045,0.1,0.119,71.0,0.1,26488250,0
1334,Vietnam,0.017,39.9,102456.0,66371664817.0,46.0,0.023,0.2,0.112,80.0,0.2,5971526,1
1335,Albania,0.014,56.5,3865.0,9132562332.0,168.0,0.017,0.1,0.129,80.0,0.6,2968028,2
1336,Andorra,0.011,49.05165609584215,546.0,2823503853.0,193.0,0.003,0.5,0.119,75.0,0.8,81877,2
1337,Austria,0.009,52.4,71565.0,15493320082.0,193.0,0.004,0.6,0.119,83.0,1.1,8268641,1
1338,Belarus,0.01,49.05165609584215,61829.0,36961918859.0,243.0,0.007,0.2,0.088,76.0,0.6,9604000,1
1339,Belgium,0.012,59.3,8529.0,15493320082.0,193.0,0.004,0.6,0.075,82.0,0.9,10547958,2
1340,Bosnia and Herzegovina,0.008,42.7,27169.0,12400102623.0,275.0,0.007,0.3,0.08,78.0,0.5,3875157,2
1341,Bulgaria,0.01,41.6,48943.0,33209188739.0,297.0,0.013,0.3,0.089,76.0,1.1,7699020,1
1342,Croatia,0.009,49.05165609584215,23175.0,49855078905.0,790.0,0.006,0.4,0.099,79.0,1.0,4440000,2
1343,Cyprus,0.012,49.05165609584215,7789.0,18435765910.0,193.0,0.004,0.4,0.067,81.0,0.8,1048314,2
1344,Czech Republic,0.01,48.2,8529.0,148374084906.0,969.0,0.004,0.5,0.056,80.0,1.2,10238905,1
1345,Denmark,0.012,31.5,55005.0,15493320082.0,193.0,0.004,0.9,0.119,80.0,1.1,5437272,1
1346,Estonia,0.011,49.1,16190.0,16798498860.0,620.0,0.005,0.6,0.05,78.0,1.3,1346810,2
1347,Faeroe Islands,0.02,49.05165609584215,766.0,1970135199.0,193.0,0.02,0.7,0.119,82.0,1.0,49414,2
1348,Finland,0.011,47.7,66197.0,207949452679.0,193.0,0.003,0.8,0.119,83.0,1.1,5266268,1
1349,France,0.013,49.05165609584215,8529.0,15493320082.0,193.0,0.004,0.5,0.119,85.0,0.8,5971526,2
1350,Germany,0.008,47.4,8529.0,15493320082.0,193.0,0.004,0.7,0.119,82.0,1.0,5971526,2
1351,Greece,0.01,49.5,97286.0,15493320082.0,193.0,0.005,0.3,0.119,82.0,1.0,11127947,1
1352,Hungary,0.01,55.7,57235.0,112533152716.0,922.0,0.007,0.5,0.081,77.0,1.0,10071370,1
1353,Iceland,0.015,49.05165609584215,2277.0,16651492784.0,193.0,0.002,0.9,0.179,83.0,1.0,303782,2
1354,Ireland,0.015,49.05165609584215,43458.0,222762958291.0,193.0,0.004,0.5,0.119,82.0,1.1,4274137,1
1355,Isle of Man,0.02,49.05165609584215,8529.0,3437450712.0,193.0,0.02,0.1,0.119,75.0,0.5,81068,2
1356,Italy,0.01,49.05165609584215,8529.0,15493320082.0,193.0,0.004,0.4,0.056,84.0,1.4,5971526,2
1358,Latvia,0.01,36.4,7583.0,19935046397.0,590.0,0.01,0.5,0.073,77.0,1.0,2218357,2
1359,Liechtenstein,0.01,49.05165609584215,8529.0,3988775844.0,193.0,0.02,0.6,0.119,83.0,0.8,35028,2
1360,Lithuania,0.01,47.6,14294.0,30246361657.0,552.0,0.008,0.4,0.051,77.0,1.5,3269909,2
1361,Luxembourg,0.012,49.05165609584215,11357.0,42544677906.0,193.0,0.003,0.7,0.119,82.0,1.5,472637,1
1362,"Macedonia, FYR",0.011,49.05165609584215,10939.0,6560546900.0,246.0,0.012,0.3,0.113,77.0,0.6,2093801,2
1363,Malta,0.009,49.05165609584215,2574.0,6390123590.0,193.0,0.006,0.4,0.057,82.0,0.8,405308,2
1364,Moldova,0.012,45.9,4994.0,3408454198.0,101.0,0.018,0.2,0.181,72.0,0.4,3585209,2
1365,Monaco,0.02,49.05165609584215,8529.0,4663488363.0,193.0,0.004,0.6,0.119,75.0,0.5,34369,2
1366,Montenegro,0.013,30.4,2384.0,2696020575.0,361.0,0.009,0.3,0.112,76.0,1.0,616854,2
1367,Netherlands,0.011,44.6,8529.0,15493320082.0,193.0,0.004,0.8,0.035,82.0,1.1,16346101,2
1368,Norway,0.013,41.1,44257.0,15493320082.0,193.0,0.003,0.8,0.047,83.0,1.0,4660677,1
1369,Poland,0.01,43.2,8529.0,15493320082.0,554.0,0.006,0.4,0.055,80.0,1.0,38141267,2
1370,Portugal,0.01,43.8,59108.0,201790440627.0,193.0,0.004,0.4,0.119,82.0,1.2,10522288,1
1371,Romania,0.01,48.2,102595.0,122695850812.0,289.0,0.017,0.2,0.14,76.0,0.7,21193760,1
1372,Russian Federation,0.01,51.2,8529.0,15493320082.0,365.0,0.013,0.2,0.104,73.0,1.0,5971526,2
1373,San Marino,0.01,49.05165609584215,8529.0,1469075398.0,193.0,0.004,0.5,0.067,85.0,0.6,30130,2
1374,Serbia,0.01,35.8,53766.0,29221081587.0,371.0,0.007,0.3,0.166,76.0,0.8,7411569,2
1375,Slovak Republic,0.01,47.3,38929.0,69002095095.0,761.0,0.008,0.6,0.077,78.0,0.9,5373054,1
1376,Slovenia,0.009,39.2,16245.0,38945146500.0,193.0,0.003,0.5,0.074,82.0,0.9,2006868,2
1377,Spain,0.011,61.9,8529.0,15493320082.0,193.0,0.005,0.5,0.119,84.0,1.0,44397319,2
1378,Sweden,0.012,54.1,49571.0,15493320082.0,193.0,0.003,0.9,0.119,83.0,1.1,9080505,2
1379,Switzerland,0.01,27.6,41877.0,15493320082.0,193.0,0.004,0.8,0.03,84.0,1.0,7483934,2
1380,Turkey,0.019,52.4,8529.0,15493320082.0,422.0,0.024,0.2,0.119,76.0,0.8,5971526,1
1381,Ukraine,0.01,57.0,8529.0,107753069307.0,147.0,0.012,0.0,0.152,74.0,1.0,46787750,1
1382,United Kingdom,0.012,34.6,8529.0,15493320082.0,193.0,0.005,0.7,0.046,81.0,1.2,5971526,2
1383,Bahrain,0.018,49.05165609584215,19497.0,18505250857.0,599.0,0.009,0.3,0.08,76.0,1.0,950951,2
1384,"Iran, Islamic Rep.",0.018,44.2,8529.0,222880533511.0,174.0,0.021,0.1,0.14,74.0,0.2,5971526,1
1385,Iraq,0.034,27.8,99544.0,65141035028.0,58.0,0.033,0.0,0.145,72.0,0.3,28064095,0
1386,Israel,0.021,38.2,65977.0,150985573253.0,193.0,0.004,0.3,0.081,83.0,1.2,7053700,1
1387,Jordan,0.03,31.1,20733.0,15056937190.0,224.0,0.02,0.1,0.082,74.0,0.8,5536000,2
1388,Kuwait,0.021,49.05165609584215,73769.0,101561153806.0,943.0,0.01,0.3,0.086,75.0,0.5,2417445,1
1389,Lebanon,0.014,35.4,14499.0,21796351575.0,443.0,0.011,0.2,0.103,80.0,0.3,4079823,1
1390,Oman,0.022,49.05165609584215,39604.0,36803641389.0,346.0,0.011,0.1,0.074,77.0,0.7,2554905,2
1391,Qatar,0.014,49.05165609584215,56736.0,60882141103.0,193.0,0.009,0.3,0.072,78.0,1.0,967602,1
1392,Saudi Arabia,0.023,49.05165609584215,8529.0,15493320082.0,537.0,0.016,0.2,0.119,76.0,0.8,25371936,2
1393,Syrian Arab Republic,0.027,43.3,53590.0,33332844575.0,66.0,0.015,0.1,0.08,77.0,0.2,18804914,1
1394,United Arab Emirates,0.016,49.05165609584215,8529.0,222105928741.0,1109.0,0.008,0.5,0.119,77.0,1.1,4875639,1
1395,"Yemen, Rep.",0.035,47.9,20796.0,19081726103.0,52.0,0.054,0.0,0.18,63.0,0.1,20661714,0
1396,American Samoa,0.022,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,58652,2
1397,Australia,0.013,51.1,8529.0,15493320082.0,193.0,0.005,0.7,0.094,84.0,0.9,20697900,2
1398,Fiji,0.023,41.5,1360.0,3103099942.0,144.0,0.02,0.1,0.073,72.0,0.3,828060,2
1399,French Polynesia,0.018,49.05165609584215,851.0,15493320082.0,193.0,0.02,0.3,0.119,77.0,0.6,257731,2
1400,Guam,0.019,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.4,0.119,80.0,0.5,158429,2
1401,Kiribati,0.024,31.8,70.0,104668675.0,124.0,0.05,0.0,0.119,69.0,0.0,91953,0
1402,Marshall Islands,0.035,49.05165609584215,92.0,143352031.0,547.0,0.033,0.0,0.119,75.0,0.5,52084,2
1403,"Micronesia, Fed. Sts.",0.025,59.6,103.0,252991205.0,285.0,0.036,0.1,0.156,69.0,0.2,105686,0
1404,New Caledonia,0.018,49.05165609584215,2780.0,15493320082.0,193.0,0.02,0.3,0.119,80.0,0.7,238459,2
1405,New Zealand,0.014,35.4,33553.0,110205467385.0,193.0,0.005,0.7,0.082,82.0,0.9,4184600,1
1406,Papua New Guinea,0.032,41.5,4595.0,5598700444.0,31.0,0.055,0.0,0.106,63.0,0.0,6245797,0
1407,Samoa,0.029,49.05165609584215,158.0,453082900.0,129.0,0.016,0.0,0.117,75.0,0.3,181073,0
1408,Solomon Islands,0.034,49.05165609584215,180.0,456735445.0,63.0,0.029,0.0,0.139,67.0,0.0,480745,0
1409,Tonga,0.029,27.5,176.0,295998379.0,159.0,0.013,0.1,0.12,74.0,0.3,101617,0
1410,Vanuatu,0.029,49.05165609584215,48.0,437072934.0,64.0,0.017,0.1,0.083,72.0,0.1,214654,0
1411,Antigua and Barbuda,0.018,47.6,425.0,1141418340.0,607.0,0.01,0.3,0.109,77.0,1.3,83467,2
1412,Argentina,0.018,49.05165609584215,8529.0,15493320082.0,454.0,0.015,0.2,0.086,79.0,0.8,38988923,1
1413,Aruba,0.012,49.05165609584215,2274.0,2421474860.0,193.0,0.02,0.3,0.113,77.0,1.1,100830,2
1414,"Bahamas, The",0.015,49.05165609584215,1522.0,7965588000.0,193.0,0.012,0.3,0.055,77.0,0.8,335622,2
1415,Barbados,0.013,49.05165609584215,1371.0,4314050000.0,826.0,0.014,0.6,0.103,77.0,0.9,274923,2
1416,Belize,0.026,34.8,407.0,1217450000.0,192.0,0.018,0.1,0.142,75.0,0.4,278985,0
1417,Bermuda,0.013,49.05165609584215,521.0,5414299000.0,193.0,0.02,0.7,0.119,82.0,0.9,64523,2
1418,Bolivia,0.028,49.05165609584215,14910.0,11451845341.0,58.0,0.042,0.1,0.119,67.0,0.3,9517395,0
1419,Brazil,0.017,49.05165609584215,8529.0,15493320082.0,491.0,0.019,0.3,0.119,76.0,0.5,5971526,2
1420,Canada,0.011,45.0,8529.0,15493320082.0,193.0,0.005,0.7,0.058,83.0,0.6,32570505,2
1421,Cayman Islands,0.02,49.05165609584215,517.0,15493320082.0,193.0,0.02,0.4,0.119,75.0,1.9,50026,2
1422,Chile,0.015,49.05165609584215,64393.0,154671012211.0,587.0,0.008,0.3,0.08,81.0,0.8,16504530,1
1423,Colombia,0.021,49.05165609584215,62940.0,162773603930.0,227.0,0.018,0.2,0.129,76.0,0.7,43841370,1
1424,Costa Rica,0.017,55.2,7437.0,22526464409.0,410.0,0.009,0.3,0.222,81.0,0.3,4392493,2
1425,Cuba,0.011,49.05165609584215,27407.0,52742100000.0,360.0,0.005,0.1,0.119,80.0,0.0,11301100,2
1426,Curacao,0.014,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,79.0,0.5,140217,2
1427,Dominica,0.015,37.0,110.0,382299140.0,271.0,0.012,0.4,0.095,75.0,1.0,70690,2
1428,Dominican Republic,0.023,35.8,20693.0,35965041793.0,197.0,0.028,0.1,0.195,75.0,0.5,9479269,2
1429,Ecuador,0.023,35.3,29688.0,46802044000.0,216.0,0.023,0.1,0.098,78.0,0.6,14023503,2
1430,El Salvador,0.021,34.7,6846.0,18550700000.0,203.0,0.019,0.1,0.119,76.0,0.6,6096692,2
1431,Greenland,0.015,49.05165609584215,627.0,1738432116.0,193.0,0.02,0.6,0.119,72.0,0.9,56774,2
1432,Grenada,0.019,45.3,231.0,704762536.0,435.0,0.013,0.2,0.099,74.0,0.4,103260,2
1433,Guatemala,0.034,38.7,12526.0,30231130543.0,171.0,0.032,0.1,0.128,73.0,0.6,12995374,0
1434,Guyana,0.022,39.0,1291.0,1458449058.0,79.0,0.035,0.1,0.145,68.0,0.5,765367,0
1435,Haiti,0.028,40.4,2112.0,4879738636.0,30.0,0.064,0.1,0.119,62.0,0.1,9388642,0
1436,Honduras,0.028,44.0,7008.0,10841723354.0,118.0,0.025,0.1,0.174,74.0,0.3,7037428,0
1437,Jamaica,0.016,49.9,12020.0,11903020644.0,187.0,0.018,0.2,0.176,75.0,0.8,2653042,2
1438,Mexico,0.021,53.1,8529.0,15493320082.0,515.0,0.016,0.2,0.075,78.0,0.5,5971526,2
1439,Nicaragua,0.025,49.05165609584215,4466.0,6786340353.0,78.0,0.025,0.0,0.116,75.0,0.3,5524927,0
1440,Panama,0.022,44.1,7371.0,17137000000.0,350.0,0.019,0.2,0.084,79.0,0.6,3428509,2
1441,Paraguay,0.025,44.8,3986.0,10662013273.0,101.0,0.023,0.1,0.119,74.0,0.5,6014781,2
1442,Peru,0.022,38.3,35064.0,87554128440.0,149.0,0.02,0.2,0.119,75.0,0.3,28030688,1
1443,Puerto Rico,0.012,57.6,8529.0,87276164365.0,193.0,0.02,0.3,0.119,83.0,0.6,3805214,1
1444,Sint Maarten (Dutch part),0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,38272,2
1445,St. Kitts and Nevis,0.02,52.3,235.0,629511778.0,517.0,0.01,0.5,0.093,75.0,1.0,49823,2
1446,St. Lucia,0.017,34.0,367.0,1018069267.0,393.0,0.015,0.2,0.108,76.0,0.6,167658,2
1448,St. Vincent and the Grenadines,0.018,45.0,202.0,611040126.0,218.0,0.019,0.1,0.097,74.0,0.8,108908,2
1449,Suriname,0.02,27.9,2442.0,2626093294.0,323.0,0.025,0.1,0.156,73.0,0.6,505186,2
1450,Trinidad and Tobago,0.015,37.2,32152.0,18460905284.0,625.0,0.023,0.3,0.109,73.0,1.2,1303478,2
1451,Turks and Caicos Islands,0.02,49.05165609584215,143.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,27642,2
1452,United States,0.014,47.4,8529.0,15493320082.0,193.0,0.007,0.7,0.08,80.0,0.8,5971526,2
1453,Uruguay,0.015,49.05165609584215,6648.0,19579479147.0,491.0,0.012,0.3,0.093,80.0,0.7,3330217,2
1454,"Venezuela, RB",0.022,49.8,8529.0,183477522124.0,387.0,0.015,0.2,0.155,76.0,0.7,27190882,1
1455,Virgin Islands (U.S.),0.013,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.3,0.119,82.0,0.5,107700,2
1456,Algeria,0.023,49.05165609584215,8529.0,134977867932.0,135.0,0.026,0.1,0.08,72.0,0.8,35097043,1
1457,Angola,0.048,52.1,25152.0,60448890972.0,115.0,0.02,0.0,0.177,51.0,0.3,17712824,0
1458,Benin,0.039,49.05165609584215,4499.0,5506275948.0,29.0,0.069,0.0,0.119,59.0,0.2,8707490,0
1459,Botswana,0.025,49.05165609584215,4701.0,10939028155.0,269.0,0.043,0.1,0.162,46.0,0.6,1915187,0
1460,Burkina Faso,0.044,47.6,1646.0,6755823933.0,32.0,0.079,0.0,0.119,54.0,0.1,14235075,0
1461,Burundi,0.044,49.05165609584215,191.0,1356078300.0,16.0,0.069,0.0,0.168,53.0,0.0,8328312,0
1462,Cameroon,0.04,50.8,5834.0,20431779034.0,50.0,0.073,0.0,0.15,53.0,0.2,19097676,0
1463,Central African Republic,0.036,49.05165609584215,235.0,1698125680.0,18.0,0.108,0.0,0.15,48.0,0.1,4106897,0
1464,Chad,0.049,49.05165609584215,462.0,8638711757.0,27.0,0.099,0.0,0.15,49.0,0.1,10694366,0
1465,Comoros,0.039,49.05165609584215,121.0,464948879.0,36.0,0.068,0.0,0.105,61.0,0.1,632736,0
1466,"Congo, Dem. Rep.",0.045,49.05165609584215,2604.0,16364027647.0,10.0,0.1,0.0,0.119,50.0,0.1,5971526,0
1467,"Congo, Rep.",0.039,49.05165609584215,1437.0,8394688589.0,57.0,0.053,0.0,0.15,57.0,0.3,3758858,0
1468,Cote d'Ivoire,0.036,44.6,6883.0,19795705245.0,72.0,0.084,0.0,0.119,49.0,0.4,17949061,0
1469,Djibouti,0.029,37.8,488.0,847918929.0,78.0,0.067,0.0,0.112,60.0,0.1,798690,0
1470,"Egypt, Arab Rep.",0.024,45.1,8529.0,130477817194.0,85.0,0.023,0.2,0.125,72.0,0.4,5971526,1
1471,Equatorial Guinea,0.038,44.1,4796.0,10197937673.0,380.0,0.082,0.0,0.15,51.0,0.2,639618,0
1472,Eritrea,0.04,49.05165609584215,579.0,1317974493.0,8.0,0.044,0.0,0.119,62.0,0.0,5209846,0
1473,Ethiopia,0.037,30.3,5915.0,19346646117.0,11.0,0.061,0.0,0.075,60.0,0.0,5971526,0
1474,Gabon,0.033,44.7,2332.0,11570860872.0,262.0,0.048,0.1,0.15,62.0,0.8,1447388,0
1475,"Gambia, The",0.044,49.05165609584215,396.0,798869805.0,21.0,0.055,0.1,0.119,59.0,0.5,1529406,0
1476,Ghana,0.033,32.7,9578.0,24757608488.0,66.0,0.057,0.0,0.119,61.0,0.3,22525659,0
1477,Guinea,0.039,49.05165609584215,1210.0,4134173271.0,26.0,0.079,0.0,0.119,55.0,0.2,10046967,0
1478,Guinea-Bissau,0.04,45.9,231.0,690721769.0,29.0,0.091,0.0,0.119,54.0,0.2,1484337,0
1479,Kenya,0.038,49.3,9831.0,27236739896.0,32.0,0.058,0.1,0.133,58.0,0.3,37752304,0
1480,Lesotho,0.028,49.05165609584215,7.0,1597484736.0,69.0,0.082,0.0,0.141,45.0,0.2,1955784,0
1481,Liberia,0.039,42.9,678.0,739026892.0,21.0,0.072,0.0,0.15,58.0,0.2,3522294,0
1482,Libya,0.023,49.05165609584215,54209.0,71803278689.0,276.0,0.017,0.0,0.06,76.0,0.8,5782108,1
1483,Madagascar,0.037,46.5,1815.0,7342905883.0,19.0,0.049,0.0,0.119,63.0,0.1,19371023,0
1484,Malawi,0.042,33.0,953.0,3647817219.0,18.0,0.064,0.0,0.119,51.0,0.1,13713758,0
1485,Mali,0.048,51.4,579.0,7145394015.0,39.0,0.09,0.0,0.119,52.0,0.2,12725629,0
1486,Mauritania,0.036,49.05165609584215,1914.0,3356758534.0,37.0,0.073,0.0,0.119,62.0,0.4,3330037,0
1487,Mauritius,0.014,49.05165609584215,3887.0,7792063567.0,316.0,0.014,0.2,0.219,76.0,0.8,1260403,2
1488,Morocco,0.02,44.4,50267.0,75226318359.0,134.0,0.033,0.2,0.119,71.0,0.7,30667086,1
1489,Mozambique,0.043,37.5,2391.0,8035635713.0,22.0,0.082,0.0,0.195,49.0,0.1,22171404,0
1490,Namibia,0.028,49.05165609584215,2409.0,8836063690.0,294.0,0.042,0.0,0.129,62.0,0.4,2080700,0
1491,Niger,0.051,42.4,821.0,4291363547.0,22.0,0.075,0.0,0.119,55.0,0.1,14197289,0
1492,Nigeria,0.042,32.2,95210.0,166451202370.0,81.0,0.091,0.1,0.169,50.0,0.3,5971526,0
1493,Rwanda,0.038,33.5,557.0,3707800459.0,38.0,0.055,0.0,0.161,60.0,0.1,9928143,0
1494,Sao Tome and Principe,0.038,48.7,84.0,144259257.0,66.0,0.044,0.1,0.119,67.0,0.2,163390,0
1495,Senegal,0.039,45.5,5335.0,11284603481.0,45.0,0.052,0.1,0.119,63.0,0.3,11904974,0
1496,Seychelles,0.018,48.4,653.0,1033635773.0,393.0,0.012,0.4,0.109,78.0,0.9,85033,2
1497,Sierra Leone,0.04,49.05165609584215,634.0,2158653216.0,56.0,0.02,0.0,0.119,44.0,0.1,5416015,0
1498,Somalia,0.046,49.05165609584215,605.0,15493320082.0,193.0,0.104,0.0,0.119,55.0,0.1,8910851,0
1499,South Africa,0.022,36.5,8529.0,15493320082.0,449.0,0.047,0.1,0.132,53.0,0.9,48910248,0
1500,South Sudan,0.039,49.05165609584215,8529.0,15493320082.0,193.0,0.079,0.1,0.119,53.0,0.5,8736736,0
1501,Sudan,0.036,36.1,12541.0,45456460335.0,85.0,0.059,0.1,0.119,62.0,0.2,33218250,0
1502,Swaziland,0.031,36.3,1063.0,3053823329.0,190.0,0.075,0.0,0.132,47.0,0.3,1134977,0
1503,Tanzania,0.042,43.9,6150.0,16825547176.0,23.0,0.05,0.0,0.161,57.0,0.2,41119693,0
1504,Togo,0.038,52.6,1316.0,2523462649.0,28.0,0.065,0.0,0.119,55.0,0.2,5834806,0
1505,Tunisia,0.017,60.6,23869.0,38920218579.0,217.0,0.018,0.2,0.119,76.0,0.8,10225100,2
1506,Uganda,0.046,36.8,3128.0,12292813801.0,37.0,0.061,0.0,0.191,55.0,0.1,30728747,0
1507,Zambia,0.044,49.05165609584215,1654.0,11541420981.0,57.0,0.07,0.0,0.189,51.0,0.2,12109620,0
1508,Zimbabwe,0.032,51.4,10213.0,5291950101.0,193.0,0.058,0.1,0.119,46.0,0.1,12740160,0
1509,Afghanistan,0.042,36.3,1991.0,9843851009.0,30.0,0.08,0.0,0.181,59.0,0.2,26349243,0
1510,Armenia,0.014,38.8,5068.0,9206301700.0,133.0,0.019,0.1,0.175,77.0,0.6,2989882,2
1511,Azerbaijan,0.018,40.9,41426.0,33050343783.0,192.0,0.039,0.1,0.191,73.0,0.5,8581300,2
1512,Bangladesh,0.022,37.0,48467.0,68415421373.0,16.0,0.046,0.0,0.16,69.0,0.2,5971526,0
1513,Bhutan,0.022,40.8,392.0,1196091806.0,88.0,0.041,0.1,0.14,66.0,0.2,679365,0
1514,Brunei Darussalam,0.018,37.4,10176.0,12247694247.0,738.0,0.008,0.4,0.055,79.0,1.0,381440,2
1515,Cambodia,0.026,49.05165609584215,3484.0,8639164917.0,28.0,0.045,0.0,0.119,72.0,0.2,13747288,0
1516,China,0.012,49.05165609584215,8529.0,15493320082.0,113.0,0.017,0.2,0.075,76.0,0.4,5971526,2
1517,Georgia,0.013,38.6,6190.0,10172260738.0,188.0,0.019,0.1,0.171,77.0,0.6,4388400,2
1518,"Hong Kong SAR, China",0.01,49.05165609584215,39963.0,211597405594.0,193.0,0.02,0.6,0.068,85.0,1.6,6916300,1
1519,India,0.022,49.05165609584215,8529.0,15493320082.0,40.0,0.052,0.0,0.13,66.0,0.2,5971526,0
1520,Indonesia,0.021,37.5,8529.0,15493320082.0,58.0,0.031,0.1,0.139,71.0,0.4,5971526,2
1521,Japan,0.009,52.5,8529.0,15493320082.0,193.0,0.003,0.7,0.019,86.0,0.8,5971526,2
