,Country,BirthRate,BusinessTaxRate,CO2Emissions,GDP,HealthExpCapita,InfantMortalityRate,InternetUsage,LendingInterest,LifeExpectancyFemale,MobilePhoneUsage,PopulationTotal,Cluster
1522,Kazakhstan,0.021,41.4,8529.0,104849886826.0,233.0,0.025,0.0,0.119,73.0,0.8,15484192,1
1523,"Korea, Dem. Rep.",0.015,49.05165609584215,70370.0,15493320082.0,193.0,0.026,0.1,0.119,72.0,0.5,24111989,1
1524,"Korea, Rep.",0.01,30.2,8529.0,15493320082.0,193.0,0.004,0.8,0.066,83.0,0.9,48597652,2
1525,Kyrgyz Republic,0.023,61.4,5871.0,3802566171.0,51.0,0.032,0.1,0.119,72.0,0.4,5268400,2
1526,Lao PDR,0.029,35.2,1668.0,4222945530.0,29.0,0.065,0.0,0.119,67.0,0.2,6013278,0
1527,"Macao SAR, China",0.008,49.05165609584215,1404.0,18054684854.0,193.0,0.02,0.5,0.078,82.0,1.6,493206,2
1528,Malaysia,0.018,36.0,8529.0,193552802792.0,256.0,0.007,0.6,0.064,76.0,0.9,26813819,1
1529,Maldives,0.022,49.05165609584215,917.0,1541978559.0,315.0,0.015,0.2,0.13,77.0,1.0,308239,2
1530,Mongolia,0.022,39.8,10092.0,4234894168.0,93.0,0.033,0.1,0.218,70.0,0.5,2595068,2
1531,Myanmar,0.019,49.05165609584215,12636.0,15493320082.0,7.0,0.048,0.0,0.17,66.0,0.0,5971526,0
1532,Nepal,0.026,32.8,2699.0,10325618017.0,23.0,0.042,0.0,0.08,67.0,0.1,25950022,0
1533,Pakistan,0.028,40.2,8529.0,152385716312.0,31.0,0.078,0.1,0.118,66.0,0.4,5971526,0
1534,Philippines,0.026,49.1,69669.0,149359920006.0,65.0,0.027,0.1,0.087,71.0,0.6,5971526,1
1535,Singapore,0.01,49.05165609584215,17866.0,179981089531.0,193.0,0.002,0.7,0.053,83.0,1.3,4588600,1
1536,Sri Lanka,0.019,61.7,12457.0,32351184234.0,59.0,0.011,0.0,0.171,77.0,0.4,20039000,2
1537,Tajikistan,0.031,49.05165609584215,3223.0,3719497371.0,28.0,0.05,0.1,0.227,70.0,0.3,7111025,0
1538,Thailand,0.012,37.4,8529.0,15493320082.0,133.0,0.014,0.2,0.071,76.0,0.8,5971526,2
1539,Timor-Leste,0.037,48.4,183.0,558700000.0,41.0,0.059,0.0,0.15,66.0,0.1,1015482,0
1540,Turkmenistan,0.022,49.05165609584215,53516.0,12664165103.0,113.0,0.055,0.0,0.119,69.0,0.1,4858236,0
1541,Uzbekistan,0.023,49.05165609584215,8529.0,22311393928.0,46.0,0.044,0.1,0.119,71.0,0.2,26868000,0
1542,Vietnam,0.017,39.9,8529.0,77414425532.0,58.0,0.022,0.2,0.112,80.0,0.5,5971526,1
1543,Albania,0.013,45.9,4056.0,10701011856.0,218.0,0.017,0.2,0.141,80.0,0.7,2940880,2
1544,Andorra,0.01,49.05165609584215,539.0,3245411584.0,193.0,0.003,0.7,0.119,75.0,0.8,81292,2
1545,Austria,0.009,52.4,69141.0,15493320082.0,193.0,0.004,0.7,0.119,83.0,1.2,8300788,1
1546,Belarus,0.011,49.05165609584215,60282.0,45275711996.0,304.0,0.006,0.2,0.086,76.0,0.7,9560000,1
1547,Belgium,0.012,57.3,103215.0,15493320082.0,193.0,0.004,0.6,0.086,83.0,1.0,10625700,1
1548,Bosnia and Herzegovina,0.008,42.8,27884.0,15280615815.0,341.0,0.007,0.3,0.072,78.0,0.6,3868665,2
1549,Bulgaria,0.01,35.8,52812.0,42113656147.0,375.0,0.012,0.3,0.1,76.0,1.3,7545338,1
1550,Croatia,0.009,49.05165609584215,24389.0,59319390298.0,1008.0,0.005,0.4,0.093,79.0,1.2,4436000,2
1551,Cyprus,0.012,49.05165609584215,8196.0,21841815681.0,193.0,0.004,0.4,0.067,81.0,0.9,1063095,2
1552,Czech Republic,0.011,47.7,8529.0,180478622230.0,1144.0,0.004,0.5,0.058,80.0,1.3,10298828,1
1553,Denmark,0.012,32.0,50253.0,15493320082.0,193.0,0.004,0.9,0.119,81.0,1.2,5461438,1
1554,Estonia,0.012,48.4,18845.0,21993674015.0,835.0,0.005,0.7,0.065,79.0,1.3,1340680,2
1555,Faeroe Islands,0.014,49.05165609584215,774.0,2278229880.0,193.0,0.02,0.8,0.119,83.0,1.1,49554,2
1556,Finland,0.011,47.8,63982.0,15493320082.0,193.0,0.003,0.8,0.119,83.0,1.1,5288720,1
1557,France,0.013,49.05165609584215,8529.0,15493320082.0,193.0,0.004,0.7,0.119,85.0,0.9,5971526,2
1558,Germany,0.008,49.0,8529.0,15493320082.0,193.0,0.004,0.8,0.119,82.0,1.2,5971526,2
1559,Greece,0.01,48.9,98246.0,15493320082.0,193.0,0.004,0.4,0.119,82.0,1.1,11163002,1
1560,Hungary,0.01,55.3,55859.0,136102020867.0,1038.0,0.007,0.5,0.091,77.0,1.1,10055780,1
1561,Iceland,0.015,49.05165609584215,2310.0,20428232684.0,193.0,0.002,0.9,0.193,83.0,1.1,311566,2
1562,Ireland,0.016,49.05165609584215,44583.0,15493320082.0,193.0,0.004,0.6,0.119,82.0,1.2,4398942,2
1563,Isle of Man,0.011,49.05165609584215,8529.0,4075664785.0,193.0,0.02,0.1,0.119,75.0,0.5,81812,2
1564,Italy,0.01,49.05165609584215,8529.0,15493320082.0,193.0,0.004,0.4,0.063,84.0,1.5,5971526,2
1566,Latvia,0.011,36.4,7928.0,28765687042.0,883.0,0.01,0.6,0.109,77.0,1.0,2200325,2
1567,Liechtenstein,0.01,49.05165609584215,8529.0,4602346923.0,193.0,0.02,0.7,0.119,84.0,0.9,35308,2
1568,Lithuania,0.01,46.2,15137.0,39325985931.0,725.0,0.007,0.5,0.069,77.0,1.5,3231294,2
1569,Luxembourg,0.011,49.05165609584215,10869.0,51320661751.0,193.0,0.002,0.8,0.119,82.0,1.4,479993,1
1570,"Macedonia, FYR",0.011,49.05165609584215,11379.0,8159825620.0,272.0,0.011,0.4,0.102,77.0,0.9,2096620,2
1571,Malta,0.009,49.05165609584215,2725.0,7513834700.0,193.0,0.006,0.5,0.062,82.0,0.9,406724,2
1572,Moldova,0.012,42.5,4686.0,4402495921.0,134.0,0.017,0.2,0.188,72.0,0.5,3576910,2
1573,Monaco,0.02,49.05165609584215,8529.0,5974371696.0,193.0,0.004,0.6,0.119,75.0,0.6,35013,2
1574,Montenegro,0.013,30.4,2252.0,3673382212.0,414.0,0.008,0.3,0.092,76.0,1.5,617800,2
1575,Netherlands,0.011,41.8,8529.0,15493320082.0,193.0,0.004,0.9,0.046,82.0,1.2,16381696,2
1576,Norway,0.012,41.1,45089.0,15493320082.0,193.0,0.003,0.9,0.066,83.0,1.1,4709153,1
1577,Poland,0.01,43.4,8529.0,15493320082.0,706.0,0.006,0.5,0.119,80.0,1.1,38120560,2
1578,Portugal,0.01,42.9,60865.0,15493320082.0,193.0,0.003,0.4,0.119,82.0,1.3,10542964,1
1579,Romania,0.01,45.6,100960.0,170616958884.0,414.0,0.015,0.3,0.133,76.0,0.9,20882982,1
1580,Russian Federation,0.011,51.2,8529.0,15493320082.0,487.0,0.012,0.2,0.1,74.0,1.2,5971526,2
1581,San Marino,0.009,49.05165609584215,8529.0,1687653983.0,193.0,0.003,0.5,0.076,85.0,0.6,30377,2
1582,Serbia,0.009,35.8,52251.0,38952093544.0,547.0,0.007,0.3,0.111,76.0,1.0,7381579,1
1583,Slovak Republic,0.01,47.3,36600.0,84108560088.0,1078.0,0.008,0.6,0.08,78.0,1.1,5374622,1
1584,Slovenia,0.01,38.4,16212.0,47349639895.0,193.0,0.003,0.6,0.059,82.0,1.0,2018122,2
1585,Spain,0.011,49.05165609584215,8529.0,15493320082.0,193.0,0.004,0.6,0.119,84.0,1.1,45226803,2
1586,Sweden,0.012,53.7,48060.0,15493320082.0,193.0,0.003,0.8,0.119,83.0,1.1,9148092,2
1587,Switzerland,0.01,27.9,38019.0,15493320082.0,193.0,0.004,0.8,0.032,84.0,1.1,7551117,2
1588,Turkey,0.019,44.3,8529.0,15493320082.0,558.0,0.023,0.3,0.119,77.0,0.9,5971526,2
1589,Ukraine,0.01,56.6,8529.0,142719009901.0,194.0,0.012,0.1,0.139,74.0,1.2,46509350,1
1590,United Kingdom,0.013,34.5,8529.0,15493320082.0,193.0,0.005,0.8,0.055,82.0,1.2,5971526,2
1591,Bahrain,0.018,49.05165609584215,22398.0,21730590263.0,648.0,0.009,0.3,0.083,77.0,1.1,1032353,2
1592,"Iran, Islamic Rep.",0.019,44.2,8529.0,15493320082.0,220.0,0.019,0.1,0.12,74.0,0.4,5971526,2
1593,Iraq,0.034,27.8,62834.0,88837727881.0,95.0,0.032,0.0,0.195,72.0,0.5,28740630,0
1594,Israel,0.021,35.2,66424.0,174967936224.0,193.0,0.004,0.5,0.069,82.0,1.3,7180100,1
1595,Jordan,0.03,31.1,21540.0,17110610000.0,252.0,0.019,0.2,0.087,75.0,0.8,5661000,2
1596,Kuwait,0.021,49.05165609584215,75236.0,114721830986.0,954.0,0.01,0.3,0.085,75.0,0.6,2554920,1
1597,Lebanon,0.013,35.4,14972.0,24577114428.0,480.0,0.011,0.2,0.103,80.0,0.3,4139813,1
1598,Oman,0.022,49.05165609584215,44587.0,41901170689.0,403.0,0.01,0.2,0.073,77.0,1.0,2569739,2
1599,Qatar,0.013,49.05165609584215,67242.0,79712085615.0,193.0,0.008,0.4,0.074,79.0,1.1,1152459,1
1600,Saudi Arabia,0.022,49.05165609584215,8529.0,15493320082.0,566.0,0.016,0.3,0.119,76.0,1.1,25915624,2
1601,Syrian Arab Republic,0.026,43.3,57429.0,40405006007.0,79.0,0.015,0.1,0.102,77.0,0.3,19561477,1
1602,United Arab Emirates,0.016,49.05165609584215,8529.0,15493320082.0,1184.0,0.008,0.6,0.119,77.0,1.3,5797347,2
1603,"Yemen, Rep.",0.034,47.9,21712.0,25633674564.0,57.0,0.052,0.1,0.18,63.0,0.2,21182162,0
1604,American Samoa,0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,57919,2
1605,Australia,0.014,50.1,8529.0,15493320082.0,193.0,0.005,0.7,0.082,84.0,1.0,20827600,2
1606,Fiji,0.023,41.5,1203.0,3405050612.0,152.0,0.02,0.1,0.09,72.0,0.6,835392,2
1607,French Polynesia,0.018,49.05165609584215,843.0,15493320082.0,193.0,0.02,0.3,0.119,77.0,0.7,260361,2
1608,Guam,0.019,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.5,0.119,80.0,0.5,158331,2
1609,Kiribati,0.024,31.8,51.0,123005090.0,160.0,0.05,0.1,0.119,70.0,0.0,93401,0
1610,Marshall Islands,0.035,49.05165609584215,99.0,149739017.0,587.0,0.032,0.0,0.119,75.0,0.5,52150,2
1611,"Micronesia, Fed. Sts.",0.025,58.7,99.0,255890836.0,292.0,0.035,0.1,0.14,69.0,0.3,105097,0
1612,New Caledonia,0.017,49.05165609584215,2945.0,15493320082.0,193.0,0.02,0.4,0.119,80.0,0.7,242400,2
1613,New Zealand,0.015,35.5,33648.0,135294884584.0,193.0,0.005,0.7,0.086,82.0,1.0,4228300,1
1614,Papua New Guinea,0.032,41.5,4903.0,6329292929.0,41.0,0.054,0.0,0.098,63.0,0.0,6397623,0
1615,Samoa,0.029,49.05165609584215,161.0,490916835.0,164.0,0.016,0.0,0.127,75.0,0.5,182240,0
1616,Solomon Islands,0.034,49.05165609584215,198.0,516209150.0,67.0,0.029,0.0,0.141,68.0,0.0,492148,0
1617,Tonga,0.028,27.5,154.0,301064027.0,205.0,0.013,0.1,0.122,75.0,0.5,102289,0
1618,Vanuatu,0.028,49.05165609584215,95.0,526425740.0,88.0,0.017,0.1,0.082,72.0,0.1,220001,0
1619,Antigua and Barbuda,0.018,46.2,444.0,1289259236.0,698.0,0.01,0.3,0.104,77.0,1.3,84397,2
1620,Argentina,0.017,49.05165609584215,8529.0,15493320082.0,548.0,0.014,0.3,0.111,79.0,1.0,39331357,1
1621,Aruba,0.012,49.05165609584215,2358.0,2623726257.0,193.0,0.02,0.3,0.11,77.0,1.1,101219,2
1622,"Bahamas, The",0.015,44.9,1547.0,8318996000.0,193.0,0.012,0.3,0.055,77.0,1.1,342049,2
1623,Barbados,0.013,49.05165609584215,1426.0,4513250000.0,928.0,0.014,0.6,0.108,77.0,0.9,276277,2
1624,Belize,0.026,34.8,425.0,1290500000.0,215.0,0.017,0.1,0.143,76.0,0.4,286196,0
1625,Bermuda,0.013,49.05165609584215,517.0,5895048000.0,193.0,0.02,0.7,0.119,82.0,1.1,64888,2
1626,Bolivia,0.028,49.05165609584215,12757.0,13120183157.0,64.0,0.04,0.1,0.129,68.0,0.3,9676456,0
1627,Brazil,0.017,49.05165609584215,8529.0,15493320082.0,609.0,0.018,0.3,0.119,76.0,0.6,5971526,2
1628,Canada,0.011,44.3,8529.0,15493320082.0,193.0,0.005,0.7,0.061,83.0,0.6,32887928,2
1629,Cayman Islands,0.014,49.05165609584215,612.0,15493320082.0,193.0,0.02,0.5,0.119,75.0,2.0,51472,2
1630,Chile,0.015,49.05165609584215,71154.0,173006275030.0,665.0,0.008,0.4,0.087,82.0,0.8,16668892,1
1631,Colombia,0.021,49.05165609584215,63439.0,207520150283.0,291.0,0.017,0.2,0.154,77.0,0.8,44498390,1
1632,Costa Rica,0.017,55.2,8573.0,26321999607.0,525.0,0.009,0.3,0.128,81.0,0.3,4463226,2
1633,Cuba,0.011,49.05165609584215,26736.0,58603500000.0,587.0,0.005,0.1,0.119,80.0,0.0,11301674,2
1634,Curacao,0.013,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,79.0,0.5,143026,2
1635,Dominica,0.02,37.0,150.0,412592593.0,298.0,0.012,0.4,0.092,75.0,1.3,70795,2
1636,Dominican Republic,0.023,39.5,21430.0,41320673508.0,212.0,0.028,0.2,0.158,75.0,0.6,9615015,2
1637,Ecuador,0.023,35.3,30759.0,51007777000.0,241.0,0.023,0.1,0.119,78.0,0.7,14268397,2
1638,El Salvador,0.021,34.7,6898.0,20104900000.0,207.0,0.018,0.1,0.119,76.0,1.0,6122952,2
1639,Greenland,0.015,49.05165609584215,616.0,2121759848.0,193.0,0.02,0.6,0.119,72.0,1.2,56555,2
1640,Grenada,0.019,45.3,238.0,758888875.0,448.0,0.012,0.2,0.098,74.0,0.5,103586,2
1641,Guatemala,0.034,36.5,12636.0,34113106486.0,184.0,0.031,0.1,0.128,74.0,0.9,13317931,0
1642,Guyana,0.022,39.0,1566.0,1740334782.0,89.0,0.034,0.1,0.146,68.0,0.7,770407,0
1643,Haiti,0.028,40.4,2391.0,5885325590.0,34.0,0.063,0.1,0.119,62.0,0.3,9513714,0
1644,Honduras,0.028,44.0,8779.0,12275491273.0,136.0,0.024,0.1,0.166,74.0,0.6,7178436,0
1645,Jamaica,0.016,49.9,13480.0,12820055025.0,230.0,0.017,0.2,0.172,75.0,1.0,2662481,2
1646,Mexico,0.021,52.3,8529.0,15493320082.0,565.0,0.016,0.2,0.076,78.0,0.6,5971526,2
1647,Nicaragua,0.025,49.05165609584215,4595.0,7458167331.0,92.0,0.024,0.0,0.13,76.0,0.4,5595533,0
1648,Panama,0.021,44.7,7125.0,21121900000.0,382.0,0.018,0.2,0.083,79.0,0.9,3491034,2
1649,Paraguay,0.025,35.1,4136.0,13794909537.0,135.0,0.023,0.1,0.119,74.0,0.8,6125285,2
1650,Peru,0.021,38.3,43208.0,102172590585.0,192.0,0.019,0.3,0.229,76.0,0.5,28328410,1
1651,Puerto Rico,0.012,57.6,8529.0,89524131617.0,193.0,0.02,0.3,0.119,83.0,0.7,3782995,1
1652,Sint Maarten (Dutch part),0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,77.0,0.5,39464,2
1653,St. Kitts and Nevis,0.02,52.3,249.0,684074062.0,551.0,0.01,0.5,0.093,75.0,1.3,50478,2
1654,St. Lucia,0.017,34.0,385.0,1145555535.0,452.0,0.014,0.3,0.101,76.0,0.9,170149,2
1656,St. Vincent and the Grenadines,0.018,45.0,202.0,684074074.0,246.0,0.019,0.2,0.096,74.0,1.0,109045,2
1657,Suriname,0.019,27.9,2442.0,2936612022.0,341.0,0.024,0.1,0.138,73.0,0.7,510433,2
1658,Trinidad and Tobago,0.015,33.1,46461.0,21830397705.0,790.0,0.023,0.3,0.118,73.0,1.2,1310040,2
1659,Turks and Caicos Islands,0.02,49.05165609584215,158.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,28638,2
1660,United States,0.014,46.1,8529.0,15493320082.0,193.0,0.007,0.8,0.081,80.0,0.8,5971526,2
1661,Uruguay,0.015,49.05165609584215,5999.0,23410536914.0,560.0,0.012,0.3,0.089,80.0,0.9,3338384,2
1662,"Venezuela, RB",0.022,53.6,8529.0,15493320082.0,497.0,0.015,0.2,0.171,77.0,0.9,27655937,1
1663,Virgin Islands (U.S.),0.013,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.3,0.119,82.0,0.5,107423,2
1664,Algeria,0.024,49.05165609584215,8529.0,171000162581.0,183.0,0.025,0.1,0.08,72.0,0.8,35725377,1
1665,Angola,0.048,52.1,26597.0,84178086999.0,177.0,0.02,0.0,0.125,51.0,0.4,18314441,0
1666,Benin,0.039,49.05165609584215,4492.0,6633561835.0,31.0,0.066,0.0,0.119,60.0,0.4,8973293,0
1667,Botswana,0.025,49.05165609584215,4980.0,11113042238.0,307.0,0.043,0.1,0.165,46.0,0.8,1933719,0
1668,Burkina Faso,0.044,44.5,1698.0,8350710389.0,39.0,0.076,0.0,0.119,55.0,0.2,14659646,0
1669,Burundi,0.045,49.05165609584215,249.0,1611634286.0,15.0,0.066,0.0,0.165,53.0,0.1,8624280,0
1670,Cameroon,0.039,50.4,5545.0,23735537026.0,60.0,0.071,0.0,0.119,54.0,0.3,19595026,0
1671,Central African Republic,0.036,49.05165609584215,235.0,1985370255.0,20.0,0.107,0.0,0.119,48.0,0.1,4185106,0
1672,Chad,0.048,49.05165609584215,510.0,10351933632.0,27.0,0.097,0.0,0.119,50.0,0.1,11030628,0
1673,Comoros,0.038,49.05165609584215,125.0,530131963.0,42.0,0.066,0.0,0.105,61.0,0.1,649291,0
1674,"Congo, Dem. Rep.",0.045,49.05165609584215,2820.0,19206060075.0,15.0,0.097,0.0,0.119,50.0,0.2,5971526,0
1675,"Congo, Rep.",0.039,49.05165609584215,1474.0,11859015181.0,64.0,0.049,0.0,0.119,57.0,0.5,3876475,0
1676,Cote d'Ivoire,0.036,44.6,6872.0,23414253328.0,83.0,0.082,0.0,0.119,50.0,0.6,18260044,0
1677,Djibouti,0.029,37.8,524.0,999105339.0,92.0,0.066,0.0,0.116,61.0,0.1,810100,0
1678,"Egypt, Arab Rep.",0.024,44.0,8529.0,162818181818.0,101.0,0.021,0.2,0.123,72.0,0.5,5971526,1
1679,Equatorial Guinea,0.037,44.1,4503.0,15419096232.0,792.0,0.08,0.0,0.119,52.0,0.3,658025,0
1680,Eritrea,0.039,49.05165609584215,414.0,1380188800.0,9.0,0.042,0.0,0.119,63.0,0.0,5382163,0
1681,Ethiopia,0.036,30.3,6370.0,26571320718.0,14.0,0.057,0.0,0.08,61.0,0.0,5971526,0
1682,Gabon,0.033,44.7,1566.0,15685389827.0,283.0,0.046,0.1,0.119,62.0,0.9,1482843,0
1683,"Gambia, The",0.044,49.05165609584215,411.0,965771303.0,25.0,0.054,0.1,0.119,59.0,0.7,1577984,0
1684,Ghana,0.033,32.5,8529.0,28528016511.0,69.0,0.056,0.0,0.119,61.0,0.5,23110139,0
1685,Guinea,0.039,49.05165609584215,1214.0,4515824643.0,26.0,0.077,0.0,0.119,55.0,0.3,10314678,0
1686,Guinea-Bissau,0.039,45.9,227.0,842890956.0,34.0,0.089,0.0,0.119,55.0,0.3,1516920,0
1687,Kenya,0.038,49.3,10242.0,30465489796.0,33.0,0.056,0.1,0.14,59.0,0.4,38773277,0
1688,Lesotho,0.028,49.05165609584215,18.0,1630667593.0,73.0,0.082,0.0,0.162,46.0,0.3,1972199,0
1689,Liberia,0.038,42.9,576.0,850040459.0,27.0,0.067,0.0,0.144,59.0,0.2,3672714,0
1690,Libya,0.022,49.05165609584215,60392.0,93167701863.0,318.0,0.016,0.1,0.06,76.0,1.3,5876805,1
1691,Madagascar,0.036,42.6,1944.0,9413002737.0,20.0,0.047,0.0,0.119,64.0,0.2,19926785,0
1692,Malawi,0.042,32.2,1155.0,4276769712.0,25.0,0.059,0.0,0.119,52.0,0.1,14138207,0
1693,Mali,0.048,51.4,594.0,8737687353.0,45.0,0.088,0.0,0.119,53.0,0.3,13138299,0
1694,Mauritania,0.036,49.05165609584215,2021.0,3790240831.0,46.0,0.072,0.0,0.203,62.0,0.6,3422901,0
1695,Mauritius,0.013,49.05165609584215,3953.0,9641077098.0,362.0,0.014,0.2,0.115,76.0,0.8,1268565,2
1696,Morocco,0.021,52.9,49934.0,88882967742.0,156.0,0.031,0.3,0.119,71.0,0.7,30955151,1
1697,Mozambique,0.042,37.5,2340.0,9891003405.0,24.0,0.078,0.0,0.183,50.0,0.2,22762525,0
1698,Namibia,0.028,49.05165609584215,3579.0,8493167843.0,287.0,0.041,0.1,0.137,63.0,0.5,2110791,0
1699,Niger,0.05,42.3,917.0,5403364454.0,26.0,0.072,0.0,0.119,56.0,0.1,14737895,0
1700,Nigeria,0.042,32.2,92621.0,208064724514.0,88.0,0.088,0.2,0.155,51.0,0.4,5971526,0
1701,Rwanda,0.038,33.4,543.0,4674053754.0,47.0,0.05,0.0,0.165,61.0,0.1,10222961,0
1702,Sao Tome and Principe,0.037,47.2,84.0,183464986.0,75.0,0.043,0.2,0.119,67.0,0.3,168253,0
1703,Senegal,0.039,45.5,5442.0,13386346543.0,54.0,0.051,0.1,0.119,64.0,0.4,12238791,0
1704,Seychelles,0.018,46.6,708.0,967211975.0,289.0,0.012,0.4,0.118,79.0,1.0,86956,2
1705,Sierra Leone,0.04,49.05165609584215,664.0,2505620416.0,64.0,0.02,0.0,0.119,44.0,0.2,5532139,0
1706,Somalia,0.046,49.05165609584215,609.0,15493320082.0,193.0,0.102,0.0,0.119,55.0,0.1,9140259,0
1707,South Africa,0.022,33.7,8529.0,15493320082.0,437.0,0.046,0.1,0.151,54.0,0.9,5971526,0
1708,South Sudan,0.038,49.05165609584215,8529.0,16382632812.0,34.0,0.076,0.1,0.119,53.0,0.5,9118386,0
1709,Sudan,0.036,36.1,12589.0,54082389393.0,118.0,0.058,0.1,0.119,63.0,0.3,34040065,0
1710,Swaziland,0.031,36.3,1093.0,3019770680.0,214.0,0.074,0.1,0.148,47.0,0.5,1153929,0
1711,Tanzania,0.041,44.4,6538.0,20715086119.0,26.0,0.047,0.0,0.15,58.0,0.3,42353790,0
1712,Togo,0.038,52.6,1456.0,3163416556.0,34.0,0.064,0.0,0.119,56.0,0.3,5987491,0
1713,Tunisia,0.018,58.6,25013.0,44856586316.0,246.0,0.017,0.3,0.119,76.0,0.8,10328900,2
1714,Uganda,0.046,34.0,3161.0,14239026768.0,39.0,0.057,0.1,0.205,56.0,0.3,31778799,0
1715,Zambia,0.043,49.05165609584215,1845.0,14640792100.0,78.0,0.067,0.1,0.191,52.0,0.3,12456527,0
1716,Zimbabwe,0.032,49.05165609584215,8148.0,4415702801.0,193.0,0.058,0.1,0.119,49.0,0.1,12784041,0
1717,Afghanistan,0.041,36.3,3927.0,10190534636.0,35.0,0.079,0.0,0.149,60.0,0.3,27032197,0
1718,Armenia,0.014,38.6,5556.0,11662040714.0,149.0,0.018,0.1,0.17,77.0,0.5,2977488,2
1719,Azerbaijan,0.017,40.9,45702.0,48852482960.0,241.0,0.037,0.2,0.198,73.0,0.7,8763400,2
1720,Bangladesh,0.022,36.1,46435.0,79554350678.0,19.0,0.043,0.0,0.164,69.0,0.3,5971526,0
1721,Bhutan,0.021,40.8,422.0,1258193519.0,95.0,0.038,0.1,0.138,66.0,0.4,692159,0
1722,Brunei Darussalam,0.018,37.4,10583.0,14393099069.0,821.0,0.008,0.5,0.055,80.0,1.0,388017,2
1723,Cambodia,0.026,49.05165609584215,3975.0,10351829066.0,41.0,0.042,0.0,0.119,72.0,0.3,13940518,0
1724,China,0.012,49.05165609584215,8529.0,15493320082.0,155.0,0.016,0.2,0.053,76.0,0.5,5971526,2
1725,Georgia,0.014,38.6,6238.0,12799337250.0,261.0,0.017,0.1,0.18,77.0,0.6,4383800,2
1726,"Hong Kong SAR, China",0.011,49.05165609584215,38573.0,219279678430.0,193.0,0.02,0.7,0.05,86.0,1.7,6957800,1
1727,India,0.022,49.05165609584215,8529.0,15493320082.0,43.0,0.05,0.0,0.133,67.0,0.3,5971526,0
1728,Indonesia,0.021,37.5,8529.0,15493320082.0,61.0,0.03,0.1,0.136,72.0,0.6,5971526,2
1729,Japan,0.009,55.0,8529.0,15493320082.0,193.0,0.003,0.8,0.019,86.0,0.9,5971526,2
1730,Kazakhstan,0.023,41.5,8529.0,133441612247.0,332.0,0.023,0.1,0.119,72.0,1.0,15674000,1
1731,"Korea, Dem. Rep.",0.015,49.05165609584215,78081.0,15493320082.0,193.0,0.026,0.1,0.119,72.0,0.5,24243894,1
1732,"Korea, Rep.",0.009,32.5,8529.0,15493320082.0,1253.0,0.004,0.8,0.072,83.0,1.0,48948698,2
1733,Kyrgyz Republic,0.024,61.4,5680.0,5139957785.0,60.0,0.03,0.2,0.199,73.0,0.7,5318700,2
1734,Lao PDR,0.029,33.4,1742.0,5443930125.0,36.0,0.063,0.0,0.119,67.0,0.3,6139127,0
1735,"Macao SAR, China",0.009,49.05165609584215,1192.0,20731022857.0,193.0,0.02,0.5,0.054,82.0,1.8,507528,2
1736,Malaysia,0.018,34.5,8529.0,15493320082.0,288.0,0.007,0.6,0.061,77.0,1.0,27302348,2
1737,Maldives,0.022,49.05165609584215,1008.0,1891633531.0,475.0,0.014,0.2,0.13,77.0,1.4,313843,2
1738,Mongolia,0.022,33.8,10029.0,5623236708.0,136.0,0.032,0.1,0.206,70.0,0.7,2632834,2
1739,Myanmar,0.018,49.05165609584215,9028.0,15493320082.0,10.0,0.046,0.0,0.17,66.0,0.0,5971526,0
1740,Nepal,0.025,34.1,3047.0,12545438605.0,27.0,0.04,0.0,0.08,67.0,0.2,26249412,0
1741,Pakistan,0.027,28.8,8529.0,170077814106.0,29.0,0.076,0.1,0.129,67.0,0.5,5971526,0
1742,Philippines,0.026,47.1,75944.0,173602533346.0,74.0,0.026,0.1,0.088,71.0,0.8,5971526,1
1743,Singapore,0.01,27.9,19637.0,192231202951.0,193.0,0.002,0.7,0.054,83.0,1.3,4839400,1
1744,Sri Lanka,0.019,61.7,11892.0,40715240469.0,68.0,0.01,0.1,0.189,77.0,0.5,20217000,2
1745,Tajikistan,0.031,49.05165609584215,3033.0,5161336170.0,40.0,0.048,0.1,0.119,70.0,0.5,7275252,0
1746,Thailand,0.012,37.5,8529.0,15493320082.0,162.0,0.013,0.2,0.07,77.0,0.9,5971526,2
1747,Timor-Leste,0.037,32.6,191.0,693800000.0,55.0,0.056,0.0,0.131,66.0,0.1,1032182,0
1748,Turkmenistan,0.022,49.05165609584215,55093.0,19271523179.0,81.0,0.054,0.0,0.119,69.0,0.2,4917543,0
1749,Uzbekistan,0.024,49.05165609584215,8529.0,27934030937.0,53.0,0.043,0.1,0.119,71.0,0.5,27302800,0
1750,Vietnam,0.017,39.9,8529.0,99130304099.0,63.0,0.022,0.2,0.158,80.0,0.9,5971526,1
1751,Albania,0.013,46.2,4129.0,12881352688.0,251.0,0.016,0.2,0.13,80.0,0.6,2912559,2
1752,Andorra,0.01,49.05165609584215,539.0,3712034267.0,193.0,0.003,0.7,0.119,75.0,0.8,79969,2
